associacao agricola do distrito federal e ride (agrifam) taguatinga df,associacao dos produtores da agricultura familiar (aspaf) guara df,associacao dos produtores da agricultura familiar (aspaf) nucleo bandeirante df,associacao dos produtores rurais organicos e convencionais do distrito federal e entorno (asproc) recanto das emas df,associacao dos produtores rurais organicos e convencionais do distrito federal e entorno (asproc) samambaia df,associacao dos produtores rurais novo horizonte betinho (aspronte) recanto das emas df,associacao dos trabalhadores rurais da agricultura familiar do assentamento chapadinha (astraf) guara df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) recanto das emas df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) samambaia df,cooperativa mista da agricultura familiar do meio ambiente e da cultura do brasil (coopbrasfil) nucleo bandeirante df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) taguatinga df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) samambaia df,cooperativa agropecuaria da regiao de brazlandia (coopebraz) recanto das emas df
0.6468,0.4872999999999999,0.4807,0.5445000000000001,0.4521,0.374,0.3949,0.3795,0.6765,0.5126,0.5258,0.4774,0.5984
0.5952000000000001,0.4248,0.5136,0.5609999999999999,0.4691999999999999,0.384,0.3749999999999999,0.3978,0.5856,0.5172,0.5124000000000001,0.4235999999999999,0.5453999999999999
0.5928000000000001,0.4296,0.5333999999999999,0.5297999999999999,0.4259999999999999,0.3582000000000001,0.3563999999999999,0.4038,0.6053999999999999,0.5087999999999999,0.5112000000000001,0.4229999999999999,0.5843999999999998
0.5572000000000001,0.427,0.5740000000000001,0.5173000000000001,0.427,0.3892,0.3430000000000001,0.4004,0.6706000000000002,0.5474,0.4970000000000001,0.4165,0.6005999999999999
0.6575,0.375,0.4725,0.75,0.4875,0.16,0.2375,0.4325,0.595,0.62,0.6100000000000001,0.515,0.55
0.5769,0.3879,0.5156999999999999,0.5598,0.4194,0.3275999999999999,0.4031999999999999,0.4175999999999999,0.5670000000000001,0.5579999999999999,0.504,0.4743,0.6065999999999999
0.6307000000000001,0.4508,0.5677000000000001,0.5915,0.4599000000000001,0.35,0.3395,0.3934,0.6146000000000001,0.5187,0.5201000000000001,0.4207,0.5670000000000001
0.5928000000000001,0.4296,0.5333999999999999,0.5297999999999999,0.4259999999999999,0.3582000000000001,0.3563999999999999,0.4038,0.6053999999999999,0.5087999999999999,0.5112000000000001,0.4229999999999999,0.5843999999999998
0.5449999999999999,0.505,0.7849999999999999,0.48,0.375,0.61,0.395,0.42,0.71,0.615,0.285,0.39,0.85
0.434,0.3950000000000001,0.605,0.541,0.426,0.409,0.2790000000000001,0.42,0.5990000000000001,0.531,0.456,0.3720000000000001,0.54
0.6035,0.4097,0.5355000000000001,0.7956000000000001,0.7327,0.3961,0.4131000000000001,0.4267000000000001,0.4505,0.5406000000000001,0.6698000000000001,0.4726,0.3893
0.5711999999999999,0.4573,0.5168,0.3825,0.3366,0.5389,0.3349,0.5916,0.6936000000000001,0.4811000000000001,0.4658,0.3417,0.6256
0.5231999999999999,0.416,0.4368,0.4967999999999999,0.4144,0.3392,0.4031999999999999,0.3879999999999999,0.4888,0.5376,0.4872,0.3856,0.5528000000000001
0.89,0.32,0.11,0.42,0.22,0.32,0.52,0.36,0.97,0.96,0.05,0.28,0.91
0.96,0.17,0.16,0.74,0.55,0.36,0.76,0.12,0.05,0.04,0.43,0.4,0.62
0.7548,0.629,0.5882000000000001,0.6392000000000001,0.5219,0.5372000000000001,0.4896,0.4182,0.7565000000000001,0.5304000000000001,0.7327,0.374,0.6647000000000001
0.73,0.64,0.08,0.01,0.16,0.22,0.71,0.33,0.75,0.65,0.97,0.39,0.89
0.6215999999999999,0.3952,0.4952,0.5128,0.4272000000000001,0.4128,0.4064,0.4144,0.6512,0.4576,0.5,0.4592,0.5944000000000002
0.6435,0.4433,0.4367,0.4609,0.4202,0.3696,0.4598,0.4136,0.4939,0.5038,0.4696999999999999,0.374,0.6028
0.6996,0.5064,0.4931999999999999,0.5472,0.4416,0.3503999999999999,0.408,0.372,0.624,0.3719999999999999,0.6096,0.5004,0.5988000000000001
0.5115,0.4345,0.7061999999999999,0.6654999999999999,0.5357,0.4103,0.2794,0.5577,0.6501,0.5279999999999999,0.6006,0.5511,0.4785
0.5884999999999999,0.4466,0.4609,0.4531999999999999,0.4158,0.2145,0.4345,0.3894,0.4609,0.5291,0.5698000000000001,0.4169,0.5456
0.5568000000000001,0.4224,0.4955999999999999,0.5142,0.414,0.3384000000000001,0.3629999999999999,0.3767999999999999,0.5508,0.5052,0.4715999999999999,0.3983999999999998,0.5519999999999999
0.5456,0.4719,0.5269,0.6193,0.4994,0.4257,0.3454,0.3333,0.5862999999999999,0.5324,0.4532,0.2959,0.4895
0.3995000000000001,0.4046,0.6256,0.7276,0.5661000000000002,0.3842,0.2703,0.4879,0.5814,0.5338,0.5661000000000002,0.3791,0.3434
0.5935999999999998,0.4136,0.476,0.4376,0.3784,0.3031999999999999,0.3871999999999999,0.3752,0.5296000000000001,0.5432,0.4344,0.3912,0.604
0.5712,0.427,0.5271,0.5662999999999999,0.455,0.4116000000000001,0.3122,0.399,0.6272000000000002,0.5341,0.5117000000000002,0.3976,0.588
0.3036,0.1221,0.6435000000000001,0.7424999999999999,0.5445000000000001,0.3366,0.1749,0.4158,0.4983000000000001,0.4356,0.5016,0.5709,0.495
0.5694000000000001,0.3912,0.5039999999999999,0.5441999999999999,0.4391999999999999,0.387,0.3329999999999999,0.4025999999999999,0.576,0.5009999999999999,0.4721999999999999,0.3815999999999999,0.5627999999999999
0.7125,0.4499999999999999,0.7150000000000001,0.77,0.5850000000000001,0.2525,0.38,0.4175,0.65,0.54,0.7725,0.815,0.625
0.4833,0.3618,0.5543999999999999,0.5931,0.4401,0.3824999999999999,0.3401999999999999,0.396,0.5598000000000001,0.5283,0.3995999999999999,0.3572999999999999,0.5454
0.51,0.7,0.8,0.47,0.54,0.04,0.82,0.13,0.52,0.77,0.73,0.98,0.52
0.525,0.4704,0.6440000000000001,0.6579999999999999,0.525,0.4368000000000001,0.3444000000000001,0.5684,0.6538,0.6818,0.5866,0.504,0.5488000000000001
0.76,0.63,0.63,0.59,0.68,0.65,0.17,0.39,0.94,0.14,0.56,0.53,0.24
0.5471999999999999,0.3536,0.4832,0.528,0.4712,0.3208,0.3856,0.4088,0.5568000000000001,0.5648,0.5048,0.4728,0.5432000000000001
0.5728,0.3432,0.5064000000000001,0.5712,0.4368,0.4032,0.3423999999999999,0.3783999999999999,0.5400000000000001,0.4639999999999999,0.428,0.4679999999999999,0.5943999999999999
0.594,0.1353,0.4653,0.7986,0.7491,0.5709,0.4983,0.2607,0.3366,0.4554,0.4125,0.4587,0.4884
0.7215999999999998,0.4672,0.5344,0.6056,0.5176000000000001,0.3808000000000001,0.432,0.3744,0.6552,0.5384,0.6032,0.512,0.6464000000000001
0.6655999999999999,0.4976,0.5296000000000001,0.536,0.4423999999999999,0.3856,0.4535999999999999,0.4152,0.6136000000000001,0.6128,0.5216,0.4064,0.6528000000000002
0.5369000000000002,0.3661,0.5355000000000001,0.5089,0.4578,0.3619,0.3668,0.3416,0.6062000000000002,0.5523,0.4473000000000001,0.4305,0.5775
0.6272000000000001,0.4283999999999999,0.5558,0.6076,0.4823,0.4151000000000001,0.3815000000000001,0.3857,0.6041000000000001,0.5663,0.5278000000000002,0.4599,0.6496000000000001
0.6072000000000001,0.6072000000000001,0.6732,0.4653,0.4158,0.099,0.4719,0.6303000000000001,0.5181,0.6831,0.6105,0.6468,0.4686
0.5037999999999999,0.5929,0.6435000000000001,0.6204000000000001,0.5236,0.3608,0.3256,0.3927,0.5819,0.5753,0.5896000000000001,0.4059,0.4378
0.5575,0.52,0.7575000000000001,0.7175,0.525,0.6399999999999999,0.2675,0.795,0.7275,0.5775,0.6599999999999999,0.5349999999999999,0.62
0.5208,0.3276,0.5987999999999999,0.6335999999999999,0.5292,0.3216,0.3576,0.3108,0.5831999999999999,0.6552,0.4296,0.4488,0.5219999999999999
0.5824000000000001,0.4809,0.5670000000000001,0.5481,0.4445,0.3696,0.3703000000000001,0.4312,0.6391000000000001,0.5866,0.5201000000000001,0.4368,0.6006
0.5032,0.2584,0.6443000000000001,0.5967,0.3842,0.527,0.221,0.4641,0.6426000000000001,0.4471,0.4267,0.4539,0.7548000000000001
0.96,0.89,0.53,0.7,0.45,0.05,0.28,0.89,0.46,0.62,0.99,0.7,0.54
0.572,0.384,0.5112,0.5416,0.4392,0.4536,0.3496,0.3344,0.5848000000000001,0.4208,0.4744,0.392,0.6048
0.78,0.454,0.544,0.73,0.544,0.328,0.362,0.468,0.79,0.54,0.668,0.61,0.6300000000000001
0.6291,0.4689,0.5300999999999999,0.5714999999999999,0.4572,0.3284999999999999,0.3689999999999999,0.4653,0.6588,0.5913,0.621,0.4553999999999999,0.5732999999999999
0.6435000000000001,0.4664,0.5621,0.6731999999999998,0.4675,0.4158,0.3036,0.4432999999999999,0.6314,0.4906,0.5269,0.4246,0.5775
0.594,0.3828,0.5436000000000001,0.6252,0.4511999999999999,0.4608,0.27,0.3504,0.5519999999999999,0.3899999999999999,0.4704,0.354,0.57
0.4275,0.3969,0.6866999999999999,0.6182999999999998,0.5058,0.4013999999999999,0.3275999999999999,0.4149,0.5993999999999999,0.5706000000000001,0.4886999999999999,0.4472999999999999,0.5175
0.493,0.344,0.611,0.6950000000000001,0.589,0.487,0.322,0.472,0.5910000000000001,0.444,0.5180000000000001,0.451,0.433
0.6118,0.4654999999999999,0.5866,0.6216,0.5159,0.4172,0.3864000000000001,0.3913,0.5992000000000002,0.5236000000000001,0.5894000000000001,0.4746,0.6041
0.4511999999999999,0.2076,0.4907999999999999,0.5688000000000001,0.4824,0.3024,0.3384,0.324,0.4403999999999999,0.4932000000000001,0.4571999999999999,0.4104,0.5148
0.4411,0.3168,0.528,0.5643,0.4499,0.2816,0.308,0.4576,0.5302,0.5577,0.4135999999999999,0.4455,0.4994
0.4788,0.3472,0.5068,0.5474,0.4956,0.4676,0.3108,0.4718,0.5348,0.6216,0.5110000000000001,0.2828,0.4984
0.6291,0.3726,0.4635,0.5408999999999999,0.4599,0.3374999999999999,0.4203,0.3906,0.5391,0.4553999999999999,0.4337999999999999,0.4995,0.5445
0.6447999999999998,0.4432,0.5575999999999999,0.5912,0.5296,0.3632,0.4071999999999999,0.3752,0.5744000000000001,0.5928,0.4872000000000001,0.4264,0.5624
0.5978000000000001,0.4452,0.5838,0.6202000000000001,0.4998000000000001,0.4214,0.3682000000000001,0.4599,0.6517000000000002,0.5586000000000001,0.5390000000000001,0.4403,0.5901
0.5694000000000001,0.3912,0.5039999999999999,0.5441999999999999,0.4391999999999999,0.387,0.3329999999999999,0.4025999999999999,0.576,0.5009999999999999,0.4721999999999999,0.3815999999999999,0.5627999999999999
0.6263999999999998,0.488,0.5448000000000001,0.504,0.404,0.376,0.3943999999999999,0.4511999999999999,0.6056000000000001,0.5888,0.4976,0.3984,0.6432
0.5424,0.4151999999999999,0.6312,0.5915999999999999,0.4056,0.4571999999999999,0.3036,0.414,0.7464,0.5256,0.4523999999999999,0.42,0.6732
0.618,0.292,0.352,0.356,0.314,0.372,0.54,0.496,0.5840000000000001,0.55,0.3400000000000001,0.4,0.706
0.55,0.125,0.43,0.5549999999999999,0.46,0.5549999999999999,0.5700000000000001,0.45,0.305,0.2299999999999999,0.275,0.525,0.685
0.5424000000000001,0.423,0.5423999999999999,0.5279999999999998,0.4385999999999999,0.3678,0.3365999999999999,0.4031999999999999,0.6042,0.5448,0.4901999999999999,0.4163999999999999,0.5567999999999999
0.5778000000000001,0.4182,0.5094,0.5579999999999999,0.4553999999999999,0.3768,0.3623999999999999,0.357,0.5718,0.5064,0.5082000000000001,0.4235999999999999,0.5723999999999999
0.5951999999999998,0.4208,0.5152,0.5072000000000001,0.3904,0.3792,0.4439999999999999,0.3687999999999999,0.6008000000000001,0.5464,0.4432,0.4167999999999999,0.6728000000000001
0.591,0.388,0.485,0.521,0.428,0.269,0.401,0.33,0.44,0.6220000000000001,0.386,0.361,0.583
0.5740000000000001,0.4320000000000001,0.548,0.517,0.42,0.399,0.451,0.372,0.6020000000000001,0.6320000000000001,0.443,0.382,0.641
0.5796,0.4311000000000001,0.5211,0.5804999999999999,0.504,0.3464999999999999,0.3789,0.4041,0.5481,0.4725,0.5454,0.4445999999999999,0.4967999999999999
0.8400000000000001,0.66,0.605,0.5675,0.4874999999999999,0.3975,0.43,0.4600000000000001,0.7525,0.6950000000000001,0.7875000000000001,0.48,0.77
0.6995999999999999,0.5290999999999999,0.4598,0.3926999999999999,0.3388,0.3069,0.3762,0.4081,0.6731999999999999,0.5588,0.4740999999999999,0.3465,0.6500999999999999
0.488,0.4576,0.5720000000000001,0.5368,0.4816,0.4296000000000001,0.3688,0.3768,0.644,0.5872,0.5,0.4008,0.5352
0.5562,0.3948,0.5471999999999999,0.5717999999999999,0.4619999999999999,0.3762,0.3395999999999999,0.3905999999999999,0.5621999999999999,0.5082,0.4578,0.4169999999999998,0.5406
0.5865000000000001,0.2329,0.3706,0.3638,0.2312,0.3196,0.3604,0.3247,0.6137000000000001,0.5049,0.3399999999999999,0.4335,0.8585000000000002
0.7154,0.5012000000000001,0.3864,0.483,0.4382,0.378,0.4774,0.4634,0.6482000000000001,0.4452,0.5670000000000001,0.4816,0.5894
0.5264000000000001,0.3976,0.686,0.7,0.5404,0.5908,0.266,0.4116000000000001,0.6944000000000001,0.469,0.4718,0.4578,0.5642
0.66,0.4191,0.4686,0.528,0.5016,0.3036,0.5544,0.4785,0.5082,0.3531,0.4917,0.3861,0.4092
0.5599,0.5136999999999999,0.4829,0.5335,0.4851,0.3894,0.3233999999999999,0.4982999999999999,0.5698,0.5335,0.5929,0.3344,0.429
0.5628000000000001,0.3997,0.5292000000000001,0.5313,0.4459000000000001,0.385,0.3773000000000001,0.4221000000000001,0.5614000000000001,0.4564000000000001,0.5131000000000001,0.4711,0.5621
0.632,0.346,0.428,0.614,0.542,0.4040000000000001,0.316,0.2339999999999999,0.5680000000000001,0.314,0.474,0.452,0.47
0.6273000000000001,0.4437,0.544,0.4505,0.442,0.3689,0.4522,0.3366,0.7616000000000002,0.6324,0.5287000000000001,0.5372,0.6919000000000001
0.5446,0.462,0.6524,0.4466,0.4382000000000001,0.4298,0.4102,0.3444,0.6902000000000001,0.5586,0.5082,0.5124000000000001,0.6804000000000001
0.5016,0.0957,0.7359,0.7524,0.5676000000000001,0.5511,0.264,0.4719,0.7194,0.3927,0.4917,0.7359,0.7227
0.3828,0.6336,0.6765000000000001,0.5412,0.3498,0.4455,0.264,0.528,0.7293000000000001,0.4686,0.5874000000000001,0.2838,0.5148
0.7854,0.5015000000000001,0.5338,0.6035,0.4777,0.3876,0.4505,0.3128,0.8670000000000001,0.6018,0.6409000000000001,0.4879,0.7565
0.6035,0.3553,0.5950000000000001,0.5882,0.4964,0.3978000000000001,0.3909999999999999,0.3468,0.6545000000000001,0.6035000000000001,0.51,0.4539000000000001,0.6460000000000001
0.6239999999999999,0.4304,0.5128,0.5552,0.4959999999999999,0.372,0.4544,0.3616,0.5568000000000001,0.6128,0.5192,0.4448,0.6456000000000001
0.5748000000000001,0.3972,0.498,0.4847999999999999,0.336,0.3635999999999999,0.2652,0.4164,0.6816,0.4367999999999999,0.3984,0.348,0.5712
0.6831999999999999,0.5,0.5664000000000001,0.62,0.5152,0.4536000000000001,0.428,0.3992,0.6344,0.492,0.6072,0.504,0.6247999999999999
0.725,0.41,0.51,0.49,0.5599999999999999,0.535,0.515,0.445,0.845,0.675,0.855,0.5449999999999999,0.7949999999999999
0.6251000000000001,0.4382,0.5425000000000001,0.5439,0.5005000000000001,0.3857,0.4326000000000001,0.406,0.5943000000000002,0.5936,0.5026000000000002,0.4459,0.6069
0.6370000000000001,0.4185999999999999,0.5124000000000001,0.5432,0.4557000000000001,0.3395,0.3864000000000001,0.3423,0.5985000000000001,0.5061000000000001,0.5320000000000001,0.4675999999999999,0.6223
0.549,0.4190000000000001,0.685,0.561,0.417,0.436,0.326,0.442,0.737,0.562,0.426,0.4800000000000001,0.647
0.5967999999999999,0.3048,0.4896,0.5623999999999999,0.4735999999999999,0.3775999999999999,0.3567999999999999,0.4207999999999999,0.5512,0.5296,0.456,0.4519999999999999,0.6144
0.4465999999999999,0.4664,0.5632,0.583,0.4928,0.3355,0.3388,0.3344,0.594,0.4971999999999999,0.6072000000000001,0.4543,0.4532
0.6132,0.3144,0.5075999999999999,0.6432,0.5196,0.4428,0.4211999999999999,0.3024,0.5988,0.4788,0.4115999999999999,0.4584,0.6108
0.5544,0.4199999999999999,0.6204,0.5688,0.5363999999999999,0.456,0.3324,0.4644,0.7235999999999999,0.5868,0.45,0.3912,0.5015999999999999
0.14,0.08,0.7,0.37,0.37,0.75,0.38,0.78,0.56,0.42,0.12,0.65,0.75
0.6454000000000002,0.4851,0.5565,0.5362,0.4606,0.4354,0.4354000000000001,0.4452,0.6419000000000001,0.5754,0.5040000000000001,0.4382,0.6405
0.5985,0.3632999999999999,0.4956,0.5495,0.4599000000000001,0.3514,0.3752000000000001,0.3192,0.5376000000000001,0.5264000000000001,0.4725000000000001,0.4536,0.6153
0.6057,0.5031000000000001,0.5265,0.5228999999999999,0.4049999999999999,0.3374999999999999,0.3482999999999999,0.3141,0.6740999999999999,0.5418000000000001,0.5498999999999999,0.3888,0.6092999999999998
0.5916000000000001,0.4284,0.5099999999999999,0.5501999999999998,0.4493999999999999,0.3444,0.3593999999999999,0.3636,0.5736,0.5219999999999999,0.5088000000000001,0.4013999999999999,0.5489999999999999
0.6015999999999999,0.476,0.556,0.5896,0.4519999999999999,0.3288,0.3831999999999999,0.3936,0.5944,0.5823999999999999,0.5312,0.4343999999999999,0.5792
0.6039,0.3663,0.5181,0.3036,0.3267,0.2244,0.4752,0.3828,0.4619999999999999,0.6006,0.3399,0.4389,0.6039
0.6927999999999999,0.4744,0.5599999999999999,0.5456,0.4312,0.3976,0.4184,0.3736,0.7040000000000001,0.5288,0.5311999999999999,0.44,0.6752
0.3472,0.2324,0.5348,0.5865999999999999,0.413,0.4158000000000001,0.2044,0.3738,0.4396,0.476,0.3668,0.3444,0.5474000000000001
0.5903999999999999,0.4208,0.5591999999999999,0.5176000000000001,0.372,0.3472,0.3871999999999999,0.4296,0.6152000000000001,0.5432,0.4872,0.4607999999999999,0.6624
0.5604,0.4314,0.5166,0.5159999999999999,0.4481999999999999,0.3852,0.3761999999999999,0.4049999999999999,0.5664,0.5429999999999999,0.4782,0.3875999999999999,0.5495999999999999
0.6351999999999999,0.3672,0.4656,0.5551999999999999,0.4599999999999999,0.2991999999999999,0.4016,0.3256,0.5128,0.5711999999999999,0.4911999999999999,0.424,0.5880000000000001
0.295,0.42,0.72,0.3299999999999999,0.29,0.065,0.47,0.1699999999999999,0.44,0.635,0.395,0.63,0.665
0.6006,0.3531,0.5709,0.4026,0.4587,0.4224,0.4488,0.5874,0.7524,0.6699,0.6072000000000001,0.4521,0.6435000000000001
0.5525000000000001,0.4879,0.4964,0.5219,0.3757000000000001,0.4369,0.4283999999999999,0.3026,0.51,0.5457000000000001,0.4726000000000001,0.2686,0.6664000000000001
0.635,0.665,0.7150000000000001,0.53,0.6100000000000001,0.345,0.495,0.26,0.73,0.455,0.645,0.755,0.38
0.5525,0.4875,0.54,0.47,0.4574999999999999,0.365,0.5774999999999999,0.4275,0.7374999999999999,0.625,0.4575,0.6000000000000001,0.6100000000000001
0.5559999999999999,0.4224,0.5736000000000001,0.5816,0.4728,0.4176,0.3864,0.364,0.6464000000000001,0.6112000000000001,0.5192,0.4344,0.6512
0.3416,0.245,0.6272000000000001,0.5572,0.434,0.3234,0.2548,0.3542,0.4690000000000001,0.553,0.3136,0.3794,0.5292
0.89,0.32,0.11,0.42,0.22,0.32,0.52,0.36,0.97,0.96,0.05,0.28,0.91
0.6219999999999999,0.316,0.578,0.544,0.51,0.496,0.356,0.352,0.542,0.64,0.314,0.294,0.6239999999999999
0.5656,0.273,0.3556,0.4382,0.3808,0.3192,0.4256,0.3178,0.4466,0.4956,0.259,0.2926,0.5698000000000001
0.5283,0.3447,0.6290999999999999,0.5841,0.4401,0.3941999999999999,0.3302999999999999,0.3888,0.5463,0.5184,0.4517999999999999,0.4194,0.6209999999999999
0.5604,0.4314,0.5166,0.5159999999999999,0.4481999999999999,0.3852,0.3761999999999999,0.4049999999999999,0.5664,0.5429999999999999,0.4782,0.3875999999999999,0.5495999999999999
0.6342,0.4284,0.4536,0.616,0.5796000000000001,0.4172,0.378,0.231,0.4676,0.4452,0.4746000000000001,0.2954,0.4466
0.5824000000000001,0.4304999999999999,0.5411,0.5509000000000001,0.4515,0.3913,0.4039000000000001,0.3773,0.6104000000000002,0.546,0.4809000000000001,0.4158,0.6062
0.6599999999999999,0.4788,0.5448,0.5088,0.4608,0.3911999999999999,0.4536,0.4884,0.6132,0.5124,0.5711999999999999,0.4488,0.6084
0.629,0.4830000000000001,0.534,0.526,0.3419999999999999,0.328,0.419,0.392,0.616,0.541,0.522,0.4780000000000001,0.722
0.6005999999999999,0.3976,0.4242,0.2982,0.2926,0.2744,0.4144,0.343,0.6188000000000001,0.5698000000000001,0.3738,0.3934,0.6552000000000001
0.623,0.5208,0.6328,0.5418,0.4074,0.2646,0.28,0.4158,0.6706000000000001,0.4438,0.525,0.4606,0.546
0.4600000000000001,0.3025,0.6375,0.5425,0.4325,0.345,0.35,0.55,0.6825,0.38,0.4525,0.575,0.5275
0.7263,0.4653,0.54,0.6282,0.4679999999999999,0.4688999999999999,0.3519,0.4302,0.6839999999999999,0.4545,0.5274,0.4427999999999999,0.6435
0.1,0.2,0.65,0.565,0.465,0.145,0.0849999999999999,0.3,0.315,0.665,0.415,0.24,0.41
0.5726000000000001,0.4248999999999999,0.4921000000000001,0.5250000000000001,0.4256,0.3388,0.3773000000000001,0.3227,0.5712000000000002,0.5166000000000001,0.4725000000000001,0.3703000000000001,0.5537000000000001
0.6834,0.3961,0.5389,0.6664,0.476,0.2856,0.3927,0.3672,0.4539,0.4862000000000001,0.4607,0.4556,0.5729000000000001
0.375,0.495,0.595,0.405,0.37,0.2199999999999999,0.355,0.325,0.63,0.425,0.495,0.385,0.535
0.904,0.5880000000000001,0.46,0.6080000000000001,0.456,0.37,0.428,0.364,0.656,0.514,0.496,0.4080000000000001,0.652
0.5327000000000001,0.3899,0.5502,0.5313,0.4151000000000001,0.3591,0.3395000000000001,0.4123,0.5761000000000001,0.6013000000000001,0.4676000000000001,0.4144,0.6145999999999999
0.5232,0.3968,0.6088,0.616,0.5104,0.3936,0.3647999999999999,0.4671999999999999,0.5680000000000001,0.5304,0.5599999999999999,0.5095999999999999,0.5464
0.682,0.43,0.6,0.714,0.51,0.522,0.2779999999999999,0.436,0.752,0.412,0.652,0.446,0.6280000000000001
0.6384000000000001,0.4571,0.5782,0.5768,0.4494000000000001,0.3724,0.4039000000000001,0.4438,0.6405000000000002,0.5838000000000001,0.5572000000000001,0.4564,0.6649999999999999
0.5695999999999999,0.4648,0.5056,0.5352,0.4168,0.2775999999999999,0.3631999999999999,0.4151999999999999,0.5952000000000001,0.4943999999999999,0.5631999999999999,0.4399999999999999,0.5112
0.515,0.15,0.35,0.2,0.11,0.26,0.205,0.175,0.3249999999999999,0.435,0.115,0.175,0.88
0.5488000000000001,0.357,0.5558,0.5824,0.4424,0.3689,0.343,0.3976,0.5271000000000001,0.5586,0.4298000000000001,0.4151,0.5957
0.406,0.258,0.448,0.45,0.4020000000000001,0.324,0.404,0.366,0.3980000000000001,0.4880000000000001,0.4700000000000001,0.384,0.6160000000000001
0.5694000000000001,0.3912,0.5039999999999999,0.5441999999999999,0.4391999999999999,0.387,0.3329999999999999,0.4025999999999999,0.576,0.5009999999999999,0.4721999999999999,0.3815999999999999,0.5627999999999999
0.543,0.4236,0.5483999999999999,0.5597999999999999,0.4607999999999999,0.3636000000000001,0.3647999999999999,0.4019999999999999,0.5898,0.5249999999999999,0.5058,0.4361999999999998,0.5369999999999999
0.5796,0.4746000000000001,0.4732,0.5208,0.3584,0.3598,0.3724,0.3388,0.5894,0.6104,0.4928000000000001,0.2478,0.6552
0.5940000000000001,0.3498,0.264,0.3828,0.4059,0.2805,0.3465,0.2838,0.4323,0.6105,0.6303000000000001,0.2178,0.6105
0.678,0.558,0.494,0.586,0.548,0.462,0.424,0.272,0.7400000000000001,0.58,0.414,0.344,0.504
